Job,Operation,SubcontractOp,IMachine,IExpUnitRunTim,IExpSetUpTime,IExpStartupTime,IExpShutdownTim,IWaitTime,IWcRateInd,IStartupQty,ICapacityReqd,IMaxWorkOpertrs,IMaxProdUnits,ITimeTaken,IQuantity,MaxOpSpan,OpSlack,IStartupQtyEnt,IQuantityEnt,IExpUnitRunTimEnt,ITimeTakenEnt,SubSupplier,SupPoStkCode,SubQtyPer,SubOrderUom,SubUnitValue,SubWhatIfValue,SubPlanner,SubBuyer,SubLeadTime,SubDockToStock,SubOffsiteDays,SchStartDate,SchStartTime,SchEndDate,SchEndTime,OperationStatus,OpSplitFlag,MaxOpDelay,UnitValueReqd,RunTimeIssued,SetUpIssued,StartUpIssued,ShutdownIssued,ValueIssued,PiecesCompleted,ValueBilled,OperCompleted,QtyCompleted,QtyScrapped,LastScrapReason,PlannedQueueDate,PlannedStartDate,PlannedEndDate,ActualQueueDate,ActualStartDate,ActualFinishDate,AutoNarrCode,Narration,NonConformFlag,WorkCentre,WorkCentreDesc,ElapsedTime,MovementTime,UnitNumOfPieces,InspectionFlag,Milestone,MinorSetUp,MinorSetUpCode,ToolSet,ToolSetQty,ToolConsumption,QueueTime,MilestoneComp,CalcElapsedTime,HierHead1,HierHead2,HierHead3,HierHead4,HierHead5,CapacityIssued,Line,OpCompViaJob,TransferQtyOrPct,TransferQtyPct,ParentQtyPlanned,OperYieldPct,OperYieldQty,ParIssQty,HoursBilled,CoProductCostVal,QtyScrappedEnt,TransferQtyPctEnt,ParentQtyPlanEnt,OperYieldQtyEnt,ParIssQtyEnt,QtyCompletedEnt,ResourceMask,SchStartRunDate,SchStartRunTime,ScheduledMachine,AllowOpSplit,CreatedBy,ProductCode,LibraryCode,FirstSeq,SecondSeq,JobNest,TimeStamp,WipBranch,WipCtlGlCode,ProductionBin
158,3,N,DRIL01,0.2,1,0,0,0,1,0,50.2,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,1000, , ,0,11.4376,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,7,-1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466FF, , , 
158,4,N,MBWA01,0.5,1,0,0,0,1,0,125,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,0,00:00.0,0, , ,0,28.5,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,16,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346701, , , 
159,1,N,DRIL01,0.25,1,0,0,0,1,0,62.6,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1900,00:00.0,430, , ,0,14.2688,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,8,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346702, , , 
159,2,N,MBWA01,0.2,1,0,0,0,1,0,50,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,0,00:00.0,0, , ,0,11.4,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346703, , , 
159,3,N,DRIL01,0.2,1,0,0,0,1,0,50.2,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,1000, , ,0,11.4376,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,7,-1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346704, , , 
159,4,N,MBWA01,0.5,1,0,0,0,1,0,125,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,0,00:00.0,0, , ,0,28.5,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,16,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346705, , , 
160,1,N,MBFA01,1,1,0,0,1,1,0,300,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,900,00:00.0,1100, , ,0,57,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A2, ,MBFA,Bicycle Assembly,38,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, , ,0,300,0,0,0,0, ,0,0,300,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346706, , , 
161,1,N,DRIL01,0.25,1,0,0,0,1,0,75.1,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,624,00:00.0,724, , ,0,14.26567,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,10,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,300,0,0,0,0, ,0,0,300,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346707, , , 
161,2,N,MBWA01,0.2,1,0,0,0,1,0,60,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1130,00:00.0,1330, , ,0,11.4,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,8,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,300,0,0,0,0, ,0,0,300,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346708, , , 
161,3,N,DRIL01,0.2,1,0,0,0,1,0,60.2,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1600,00:00.0,1700, , ,0,11.43133,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,8,-1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,300,0,0,0,0, ,0,0,300,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346709, , , 
161,4,N,MBWA01,0.5,1,0,0,0,1,0,150,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1330,00:00.0,1430, , ,0,28.5,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,19,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,300,0,0,0,0, ,0,0,300,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034670A, , , 
162,1,N,DRIL01,0.25,1,0,0,0,1,0,75.1,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,800,00:00.0,900, , ,0,14.26567,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,10,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,300,0,0,0,0, ,0,0,300,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034670B, , , 
162,2,N,MBWA01,0.2,1,0,0,0,1,0,60,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,930,00:00.0,1030, , ,0,11.4,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,8,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,300,0,0,0,0, ,0,0,300,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034670C, , , 
162,3,N,DRIL01,0.2,1,0,0,0,1,0,60.2,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,500, , ,0,11.43133,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,8,-1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,300,0,0,0,0, ,0,0,300,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034670D, , , 
162,4,N,MBWA01,0.5,1,0,0,0,1,0,150,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1030,00:00.0,1130, , ,0,28.5,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,19,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,300,0,0,0,0, ,0,0,300,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034670E, , , 
164,1,Y,DIG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18, ,0, ,0,0,CT,JD,20,0,3,00:00.0,400,00:00.0,1700, , ,0,0,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0, , ,DIG,Digging/Excavation,3,0,1,N,Y,0,    , ,0,0,0, ,N,CIV,FOU, , , ,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034670F, , , 
165,1,N,MBFA01,1,1,0,0,0,1,0,100.25,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1400,00:00.0,900, , ,0,57.155,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,23, , ,MBFA,Bicycle Assembly,13,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346710, , , 
165,2,N,MBQA01,2,1,0,0,0,1,0,200,1,1,0,0,0,0,0,0,2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1000,00:00.0,1700, , ,0,114,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,22, , ,MBQA,Quality and Inspection,25,0,1,N,Y,0,    , ,0,0,1, ,Y, , , , , ,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346711, , , 
165,3,N,MBCC01,0.25,1,0,0,0,1,0,25.25,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1900,00:00.0,1200, , ,0,14.405,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,21, , ,MBCC,Bicycle Cleaning Center,4,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346712, , , 
166,1,N,MBWA01,3,1,0,0,0,1,0,300,1,1,0,0,0,0,0,0,3,0, , ,0, ,0,0, , ,0,0,0,00:00.0,830,00:00.0,930, , ,0,171,0,0,0,0,0,0,0,N,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,24, , ,MBWA,Bicycle Wheel Assembly,38,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346713, , , 
402,1,N,MBBA01,0.25,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2045,00:00.0,415, , ,0,14.25,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0, , ,MBBA,Bicycle Brake Assembly,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346714, , , 
402,2,N,MBBA01,0.3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.3,0, , ,0, ,0,0, , ,0,0,0,00:00.0,415,00:00.0,551, , ,0,17.1,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,F1, ,MBBA,Bicycle Brake Assembly,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346715, , , 
403,1,N,MBFA01,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1100,00:00.0,1400, , ,0,72.5,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A1, ,MBFA,Bicycle Assembly,7,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346716, , , 
403,2,N,MBQA01,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,700,00:00.0,1000, , ,0,114,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,28, , ,MBQA,Quality and Inspection,7,0,1,N,Y,0,    , ,0,0,1, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346717, , , 
403,3,N,MBCC01,0.25,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,530,00:00.0,645, , ,0,29.75,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,W1, ,MBCC,Bicycle Cleaning Center,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346718, , , 
404,1,N,TLCC01,0.5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1030,00:00.0,1200, , ,0,32,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,C1, ,TLCC,Tube Laser Cutting Center,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346719, , , 
404,2,N,WELD01,0.3,1,0,0.25,0,1,0,0,1,1,0,0,0,0,0,0,0.3,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2145,00:00.0,518, , ,0,64,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,S1, ,WELD,Welding,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034671A, , , 
404,3,N,PAIN01,0.5,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1900,00:00.0,2030, , ,0,65.7,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,S2, ,PAINT,Spray Painting,7,0,1,N,Y,0,    , ,0,0,2, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034671B, , , 
405,1,N,MBFA01,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,900,00:00.0,1100, , ,0,57,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A2, ,MBFA,Bicycle Assembly,7,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034671C, , , 
407,1,N,DRIL01,0.25,1,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,645,00:00.0,800, , ,0,8.75,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,7,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034671D, , , 
407,2,N,MBWA01,0.2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1912,00:00.0,2024, , ,0,11.4,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034671E, , , 
407,3,N,DRIL01,0.2,1,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,512,00:00.0,624, , ,0,9.1,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,7,1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034671F, , , 
407,4,N,MBWA01,0.5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,700,00:00.0,830, , ,0,28.5,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346720, , , 
408,1,N,DRIL01,0.25,1,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,530,00:00.0,645, , ,0,8.75,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,7,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346721, , , 
408,2,N,MBWA01,0.2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1600,00:00.0,1912, , ,0,11.4,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346722, , , 
408,3,N,DRIL01,0.2,1,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,512, , ,0,9.1,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,7,1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346723, , , 
408,4,N,MBWA01,0.5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2000,00:00.0,2130, , ,0,28.5,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,1,0,0,0,0, ,0,0,1,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346724, , , 
441,1,N,MBFA01,1,1,0,0,0,1,0,50.25,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2100,00:00.0,900, , ,0,57.31,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A1, ,MBFA,Bicycle Assembly,7,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346725, , , 
441,2,N,MBQA01,2,1,0,0,0,1,0,100,1,1,0,0,0,0,0,0,2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1100,00:00.0,700, , ,0,114,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,34, , ,MBQA,Quality and Inspection,13,0,1,N,Y,0,    , ,0,0,1, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346726, , , 
441,3,N,MBCC01,0.25,1,0,0,0,1,0,12.75,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,700,00:00.0,530, , ,0,14.56,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,W1, ,MBCC,Bicycle Cleaning Center,2,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346727, , , 
442,1,N,TLCC01,0.5,1,0,0,0,1,0,25,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1530,00:00.0,1030, , ,0,32,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,C1, ,TLCC,Tube Laser Cutting Center,4,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346728, , , 
442,2,N,WELD01,0.3,1,0,0.25,0,1,0,15.75,1,1,0,0,0,0,0,0,0.3,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2045,00:00.0,2200, , ,0,21.86,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,S1, ,WELD,Welding,2,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346729, , , 
442,3,N,PAIN01,0.5,1,0,0,0,1,0,25.6,1,3,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,500,00:00.0,1700, , ,0,29.244,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,S2, ,PAINT,Spray Painting,2,0,1,N,Y,0,    , ,0,0,2, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034672A, , , 
443,1,N,MBFA01,1,1,0,0,0,1,0,50,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1300,00:00.0,2100, , ,0,57,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A2, ,MBFA,Bicycle Assembly,7,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034672B, , , 
444,1,N,MBBA01,0.25,1,0,0,0,1,0,12.5,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2115,00:00.0,1945, , ,0,14.25,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0, , ,MBBA,Bicycle Brake Assembly,2,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034672C, , , 
444,2,N,MBBA01,0.3,1,0,0,0,1,0,15,1,1,0,0,0,0,0,0,0.3,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1945,00:00.0,2045, , ,0,17.1,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,F1, ,MBBA,Bicycle Brake Assembly,2,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034672D, , , 
445,1,N,DRIL01,0.25,1,0,0,0,1,0,12.6,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,700,00:00.0,530, , ,0,14.344,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,2,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034672E, , , 
